Year,UNIT_MEASURE,Sex,Age,Cause of death,Value
2008,Number,Both sexes,20-24,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,Both sexes,20-24,(H00-H59) Diseases of the eye,0.0
2008,Number,Both sexes,20-24,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2008,Number,Both sexes,20-24,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2008,Number,Both sexes,20-24,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2008,Number,Both sexes,20-24,(F00-F99) Mental and behavioural disorders,0.0
2008,Number,Both sexes,20-24,(A00-B99) Infectious and parasitic diseases,1.0
2008,Number,Both sexes,20-24,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2008,Number,Both sexes,20-24,(K00-K93) Diseases of the digestive system,1.0
2008,Number,Both sexes,20-24,(N00-N99) Diseases of the genitourinary system,1.0
2008,Number,Both sexes,20-24,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",2.0
2008,Number,Both sexes,20-24,(G00-G99) Diseases of the nervous system,3.0
2008,Number,Both sexes,20-24,Unknown,3.0
2008,Number,Both sexes,20-24,(I00-I99) Diseases of the circulatory system,10.0
2008,Number,Both sexes,20-24,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",8.0
2008,Number,Both sexes,20-24,"(C00-C97,D00-D48) Neoplasms",13.0
2008,Number,Both sexes,20-24,"(S00-T98) Injuries, poisoning and consequences of external causes",51.0
2008,Number,Both sexes,20-24,(J00-J99) Diseases of the respiratory system,5.0
2008,Number,M,20-24,(N00-N99) Diseases of the genitourinary system,0.0
2008,Number,M,20-24,(F00-F99) Mental and behavioural disorders,0.0
2008,Number,M,20-24,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2008,Number,M,20-24,(H00-H59) Diseases of the eye,0.0
2008,Number,M,20-24,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2008,Number,M,20-24,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2008,Number,M,20-24,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,M,20-24,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,M,20-24,(A00-B99) Infectious and parasitic diseases,1.0
2008,Number,M,20-24,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2008,Number,M,20-24,(K00-K93) Diseases of the digestive system,1.0
2008,Number,M,20-24,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2008,Number,M,20-24,Unknown,1.0
2008,Number,M,20-24,(G00-G99) Diseases of the nervous system,2.0
2008,Number,M,20-24,(J00-J99) Diseases of the respiratory system,3.0
2008,Number,M,20-24,"(S00-T98) Injuries, poisoning and consequences of external causes",46.0
2008,Number,M,20-24,(I00-I99) Diseases of the circulatory system,7.0
2008,Number,M,20-24,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",7.0
2008,Number,M,20-24,"(C00-C97,D00-D48) Neoplasms",6.0
2008,Number,F,20-24,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,F,20-24,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,F,20-24,(A00-B99) Infectious and parasitic diseases,0.0
2008,Number,F,20-24,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2008,Number,F,20-24,(E00-E90) Endocrine metabolic and nutritional diseases,0.0
2008,Number,F,20-24,(F00-F99) Mental and behavioural disorders,0.0
2008,Number,F,20-24,(H00-H59) Diseases of the eye,0.0
2008,Number,F,20-24,(K00-K93) Diseases of the digestive system,0.0
2008,Number,F,20-24,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2008,Number,F,20-24,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2008,Number,F,20-24,(G00-G99) Diseases of the nervous system,1.0
2008,Number,F,20-24,(N00-N99) Diseases of the genitourinary system,1.0
2008,Number,F,20-24,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2008,Number,F,20-24,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1.0
2008,Number,F,20-24,(J00-J99) Diseases of the respiratory system,2.0
2008,Number,F,20-24,Unknown,2.0
2008,Number,F,20-24,(I00-I99) Diseases of the circulatory system,3.0
2008,Number,F,20-24,"(S00-T98) Injuries, poisoning and consequences of external causes",5.0
2008,Number,F,20-24,"(C00-C97,D00-D48) Neoplasms",7.0
2008,Number,Both sexes,25-29,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,Both sexes,25-29,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,Both sexes,25-29,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2008,Number,Both sexes,25-29,(H00-H59) Diseases of the eye,0.0
2008,Number,Both sexes,25-29,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2008,Number,Both sexes,25-29,(F00-F99) Mental and behavioural disorders,0.0
2008,Number,Both sexes,25-29,(G00-G99) Diseases of the nervous system,0.0
2008,Number,Both sexes,25-29,(J00-J99) Diseases of the respiratory system,0.0
2008,Number,Both sexes,25-29,(K00-K93) Diseases of the digestive system,0.0
2008,Number,Both sexes,25-29,(N00-N99) Diseases of the genitourinary system,0.0
2008,Number,Both sexes,25-29,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2008,Number,Both sexes,25-29,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2008,Number,Both sexes,25-29,"(O00-O99) Pregnancy, childbirth and the puerperium",1.0
2008,Number,Both sexes,25-29,(A00-B99) Infectious and parasitic diseases,3.0
2008,Number,Both sexes,25-29,"(C00-C97,D00-D48) Neoplasms",10.0
2008,Number,Both sexes,25-29,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",10.0
2008,Number,Both sexes,25-29,(I00-I99) Diseases of the circulatory system,18.0
2008,Number,Both sexes,25-29,"(S00-T98) Injuries, poisoning and consequences of external causes",47.0
2008,Number,Both sexes,25-29,Unknown,7.0
2008,Number,M,25-29,(G00-G99) Diseases of the nervous system,0.0
2008,Number,M,25-29,(J00-J99) Diseases of the respiratory system,0.0
2008,Number,M,25-29,(K00-K93) Diseases of the digestive system,0.0
2008,Number,M,25-29,(N00-N99) Diseases of the genitourinary system,0.0
2008,Number,M,25-29,(F00-F99) Mental and behavioural disorders,0.0
2008,Number,M,25-29,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2008,Number,M,25-29,(H00-H59) Diseases of the eye,0.0
2008,Number,M,25-29,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2008,Number,M,25-29,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2008,Number,M,25-29,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,M,25-29,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,M,25-29,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2008,Number,M,25-29,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2008,Number,M,25-29,(A00-B99) Infectious and parasitic diseases,3.0
2008,Number,M,25-29,"(S00-T98) Injuries, poisoning and consequences of external causes",44.0
2008,Number,M,25-29,(I00-I99) Diseases of the circulatory system,11.0
2008,Number,M,25-29,"(C00-C97,D00-D48) Neoplasms",10.0
2008,Number,M,25-29,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",8.0
2008,Number,M,25-29,Unknown,6.0
2008,Number,F,25-29,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,F,25-29,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,F,25-29,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2008,Number,F,25-29,(A00-B99) Infectious and parasitic diseases,0.0
2008,Number,F,25-29,"(C00-C97,D00-D48) Neoplasms",0.0
2008,Number,F,25-29,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2008,Number,F,25-29,(E00-E90) Endocrine metabolic and nutritional diseases,0.0
2008,Number,F,25-29,(F00-F99) Mental and behavioural disorders,0.0
2008,Number,F,25-29,(G00-G99) Diseases of the nervous system,0.0
2008,Number,F,25-29,(H00-H59) Diseases of the eye,0.0
2008,Number,F,25-29,(J00-J99) Diseases of the respiratory system,0.0
2008,Number,F,25-29,(K00-K93) Diseases of the digestive system,0.0
2008,Number,F,25-29,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2008,Number,F,25-29,(N00-N99) Diseases of the genitourinary system,0.0
2008,Number,F,25-29,"(O00-O99) Pregnancy, childbirth and the puerperium",1.0
2008,Number,F,25-29,Unknown,1.0
2008,Number,F,25-29,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2.0
2008,Number,F,25-29,"(S00-T98) Injuries, poisoning and consequences of external causes",3.0
2008,Number,F,25-29,(I00-I99) Diseases of the circulatory system,7.0
2008,Number,Both sexes,30-34,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,Both sexes,30-34,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,Both sexes,30-34,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2008,Number,Both sexes,30-34,(H00-H59) Diseases of the eye,0.0
2008,Number,Both sexes,30-34,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2008,Number,Both sexes,30-34,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2008,Number,Both sexes,30-34,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2008,Number,Both sexes,30-34,(F00-F99) Mental and behavioural disorders,0.0
2008,Number,Both sexes,30-34,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2008,Number,Both sexes,30-34,(N00-N99) Diseases of the genitourinary system,1.0
2008,Number,Both sexes,30-34,(A00-B99) Infectious and parasitic diseases,2.0
2008,Number,Both sexes,30-34,(K00-K93) Diseases of the digestive system,2.0
2008,Number,Both sexes,30-34,(J00-J99) Diseases of the respiratory system,3.0
2008,Number,Both sexes,30-34,(G00-G99) Diseases of the nervous system,4.0
2008,Number,Both sexes,30-34,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",10.0
2008,Number,Both sexes,30-34,Unknown,10.0
2008,Number,Both sexes,30-34,"(C00-C97,D00-D48) Neoplasms",24.0
2008,Number,Both sexes,30-34,(I00-I99) Diseases of the circulatory system,20.0
2008,Number,Both sexes,30-34,"(S00-T98) Injuries, poisoning and consequences of external causes",35.0
2008,Number,M,30-34,(A00-B99) Infectious and parasitic diseases,0.0
2008,Number,M,30-34,(F00-F99) Mental and behavioural disorders,0.0
2008,Number,M,30-34,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2008,Number,M,30-34,(H00-H59) Diseases of the eye,0.0
2008,Number,M,30-34,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2008,Number,M,30-34,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2008,Number,M,30-34,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2008,Number,M,30-34,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,M,30-34,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,M,30-34,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2008,Number,M,30-34,(G00-G99) Diseases of the nervous system,1.0
2008,Number,M,30-34,(K00-K93) Diseases of the digestive system,1.0
2008,Number,M,30-34,(N00-N99) Diseases of the genitourinary system,1.0
2008,Number,M,30-34,(J00-J99) Diseases of the respiratory system,3.0
2008,Number,M,30-34,"(S00-T98) Injuries, poisoning and consequences of external causes",29.0
2008,Number,M,30-34,(I00-I99) Diseases of the circulatory system,11.0
2008,Number,M,30-34,"(C00-C97,D00-D48) Neoplasms",13.0
2008,Number,M,30-34,Unknown,8.0
2008,Number,M,30-34,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",5.0
2008,Number,F,30-34,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,F,30-34,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,F,30-34,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2008,Number,F,30-34,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2008,Number,F,30-34,(E00-E90) Endocrine metabolic and nutritional diseases,0.0
2008,Number,F,30-34,(F00-F99) Mental and behavioural disorders,0.0
2008,Number,F,30-34,(H00-H59) Diseases of the eye,0.0
2008,Number,F,30-34,(J00-J99) Diseases of the respiratory system,0.0
2008,Number,F,30-34,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2008,Number,F,30-34,(N00-N99) Diseases of the genitourinary system,0.0
2008,Number,F,30-34,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2008,Number,F,30-34,(K00-K93) Diseases of the digestive system,1.0
2008,Number,F,30-34,(A00-B99) Infectious and parasitic diseases,2.0
2008,Number,F,30-34,Unknown,2.0
2008,Number,F,30-34,(G00-G99) Diseases of the nervous system,3.0
2008,Number,F,30-34,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",5.0
2008,Number,F,30-34,"(S00-T98) Injuries, poisoning and consequences of external causes",6.0
2008,Number,F,30-34,(I00-I99) Diseases of the circulatory system,9.0
2008,Number,F,30-34,"(C00-C97,D00-D48) Neoplasms",11.0
2008,Number,Both sexes,35-39,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,Both sexes,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,Both sexes,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2008,Number,Both sexes,35-39,(H00-H59) Diseases of the eye,0.0
2008,Number,Both sexes,35-39,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2008,Number,Both sexes,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2008,Number,Both sexes,35-39,(F00-F99) Mental and behavioural disorders,1.0
2008,Number,Both sexes,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1.0
2008,Number,Both sexes,35-39,(K00-K93) Diseases of the digestive system,2.0
2008,Number,Both sexes,35-39,(A00-B99) Infectious and parasitic diseases,3.0
2008,Number,Both sexes,35-39,(N00-N99) Diseases of the genitourinary system,3.0
2008,Number,Both sexes,35-39,(J00-J99) Diseases of the respiratory system,4.0
2008,Number,Both sexes,35-39,Unknown,10.0
2008,Number,Both sexes,35-39,"(C00-C97,D00-D48) Neoplasms",39.0
2008,Number,Both sexes,35-39,(I00-I99) Diseases of the circulatory system,51.0
2008,Number,Both sexes,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",40.0
2008,Number,Both sexes,35-39,(G00-G99) Diseases of the nervous system,6.0
2008,Number,Both sexes,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",6.0
2008,Number,Both sexes,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,5.0
2008,Number,M,35-39,(F00-F99) Mental and behavioural disorders,0.0
2008,Number,M,35-39,"(O00-O99) Pregnancy, childbirth and the puerperium",0.0
2008,Number,M,35-39,(H00-H59) Diseases of the eye,0.0
2008,Number,M,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2008,Number,M,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2008,Number,M,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,M,35-39,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,M,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2008,Number,M,35-39,(N00-N99) Diseases of the genitourinary system,1.0
2008,Number,M,35-39,(A00-B99) Infectious and parasitic diseases,2.0
2008,Number,M,35-39,(G00-G99) Diseases of the nervous system,2.0
2008,Number,M,35-39,(K00-K93) Diseases of the digestive system,2.0
2008,Number,M,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,3.0
2008,Number,M,35-39,(J00-J99) Diseases of the respiratory system,4.0
2008,Number,M,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",37.0
2008,Number,M,35-39,(I00-I99) Diseases of the circulatory system,32.0
2008,Number,M,35-39,"(C00-C97,D00-D48) Neoplasms",15.0
2008,Number,M,35-39,Unknown,9.0
2008,Number,M,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",6.0
2008,Number,F,35-39,(P00-P96) Certain conditions originating in the perinatal period,0.0
2008,Number,F,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2008,Number,F,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2008,Number,F,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2008,Number,F,35-39,(H00-H59) Diseases of the eye,0.0
2008,Number,F,35-39,(J00-J99) Diseases of the respiratory system,0.0
